,month,year,state,average_temp,monthly_mean_from_1901_to_2000,centroid_lon,centroid_lat
5636,10,1959,Minnesota,48.6,50.9,-94.3090126515,46.3163329315
5637,10,1959,Mississippi,71.0,69.7,-89.6652136847,32.750866634
5638,10,1959,Missouri,61.8,62.6,-92.4774101578,38.3676131565
5639,10,1959,Montana,46.2,48.6,-109.645148622,47.0335364218
5640,10,1959,Nebraska,53.8,56.8,-99.8108090713,41.5271489603
5641,10,1959,Nevada,55.8,56.3,-116.65522549,39.3562373462
5642,10,1959,New Hampshire,52.8,51.1,-71.5775941473,43.6856317461
5643,10,1959,New Jersey,62.8,59.5,-74.6607541123,40.1844273633
5644,10,1959,New Mexico,59.1,59.3,-106.108388616,34.4213707591
5645,10,1959,New York,56.1,53.5,-75.5031182762,42.9403901101
5646,10,1959,North Carolina,66.2,65.0,-79.3723797543,35.5415341226
5647,10,1959,North Dakota,46.6,50.1,-100.469321077,47.446338517
5648,10,1959,Ohio,60.1,58.7,-82.7900611953,40.291452206
5649,10,1959,Oklahoma,65.8,67.4,-97.5082927121,35.5834856477
5650,10,1959,Oregon,52.1,52.7,-120.555413394,43.9366481606
5651,10,1959,Pennsylvania,58.9,56.2,-77.7995595623,40.8738378455
5652,10,1959,Rhode Island,59.0,56.9,-71.5536120535,41.6760813901
5653,10,1959,South Carolina,69.2,68.5,-80.8961396866,33.9079742468
5654,10,1959,South Dakota,50.8,54.1,-100.230507516,44.4361607025
5655,10,1959,Tennessee,65.8,64.5,-86.3433803654,35.8429870949
5656,10,1959,Texas,71.2,71.0,-99.3506971451,31.4844643819
5657,10,1959,Utah,54.0,54.8,-111.678216374,39.3237947509
5658,10,1959,Vermont,52.6,50.6,-72.6626493581,44.0751958252
5659,10,1959,Virginia,63.2,61.7,-78.8122544727,37.5150238913
5660,10,1959,Washington,50.6,52.1,-120.446866425,47.3809688818
5661,10,1959,West Virginia,60.6,58.9,-80.6137119661,38.6425987436
5662,10,1959,Wisconsin,51.2,52.4,-90.0116942643,44.6380301915
5663,10,1959,Wyoming,46.2,48.0,-107.551454075,42.999642032
5664,11,1959,Alabama,58.8,58.7,-86.8283719359,32.7898321918
5665,11,1959,Arizona,55.4,55.0,-111.664418336,34.2931098705
5666,11,1959,Arkansas,53.2,55.8,-92.4392676639,34.8997453322
5667,11,1959,California,56.9,54.5,-119.610698951,37.2460706736
5668,11,1959,Colorado,38.4,40.0,-105.547824721,38.9985518194
5669,11,1959,Connecticut,46.9,45.6,-72.7257060428,41.6202863352
5670,11,1959,Delaware,52.8,51.1,-75.4004040929,38.8870164548
5671,11,1959,Florida,70.2,68.2,-81.7974638723,28.6284392647
5672,11,1959,Georgia,59.8,59.2,-83.4463418309,32.6492290722
5673,11,1959,Idaho,37.1,37.9,-114.659382348,44.0890895052
5674,11,1959,Illinois,43.4,47.7,-89.1983967614,40.0650409125
5675,11,1959,Indiana,44.6,47.5,-86.2756397346,39.9081412284
5676,11,1959,Iowa,37.3,43.6,-93.5000649605,42.0746268788
5677,11,1959,Kansas,45.0,49.3,-98.3802131736,38.4847081514
5678,11,1959,Kentucky,50.0,51.2,-85.2904560935,37.5266674638
5679,11,1959,Louisiana,61.6,62.4,-92.5856620163,31.0584069584
5680,11,1959,Maine,38.2,38.2,-69.2266474552,45.3714334913
5681,11,1959,Maryland,51.4,50.4,-76.7724546076,39.0369222963
5682,11,1959,Massachusetts,45.5,44.6,-71.7986394244,42.2533023991
5683,11,1959,Michigan,37.0,41.0,-85.4371669561,44.3506813109
5684,11,1959,Minnesota,29.6,36.5,-94.3090126515,46.3163329315
5685,11,1959,Mississippi,58.6,59.1,-89.6652136847,32.750866634
5686,11,1959,Missouri,45.9,50.3,-92.4774101578,38.3676131565
5687,11,1959,Montana,32.4,36.4,-109.645148622,47.0335364218
5688,11,1959,Nebraska,38.6,43.3,-99.8108090713,41.5271489603
5689,11,1959,Nevada,45.9,44.8,-116.65522549,39.3562373462
5690,11,1959,New Hampshire,40.4,40.0,-71.5775941473,43.6856317461
5691,11,1959,New Jersey,50.2,48.5,-74.6607541123,40.1844273633
5692,11,1959,New Mexico,47.0,48.0,-106.108388616,34.4213707591
5693,11,1959,New York,42.2,42.2,-75.5031182762,42.9403901101
5694,11,1959,North Carolina,55.4,54.4,-79.3723797543,35.5415341226
5695,11,1959,North Dakota,28.8,35.3,-100.469321077,47.446338517
5696,11,1959,Ohio,45.2,46.8,-82.7900611953,40.291452206
5697,11,1959,Oklahoma,50.8,55.1,-97.5082927121,35.5834856477
5698,11,1959,Oregon,43.3,42.9,-120.555413394,43.9366481606
5699,11,1959,Pennsylvania,45.2,45.0,-77.7995595623,40.8738378455
5700,11,1959,Rhode Island,47.4,46.6,-71.5536120535,41.6760813901
5701,11,1959,South Carolina,59.0,58.1,-80.8961396866,33.9079742468
5702,11,1959,South Dakota,33.5,39.8,-100.230507516,44.4361607025
5703,11,1959,Tennessee,52.4,53.0,-86.3433803654,35.8429870949
5704,11,1959,Texas,57.0,60.3,-99.3506971451,31.4844643819
5705,11,1959,Utah,42.6,42.4,-111.678216374,39.3237947509
5706,11,1959,Vermont,39.4,39.2,-72.6626493581,44.0751958252
5707,11,1959,Virginia,51.3,50.8,-78.8122544727,37.5150238913
5708,11,1959,Washington,40.4,41.9,-120.446866425,47.3809688818
5709,11,1959,West Virginia,47.6,47.6,-80.6137119661,38.6425987436
5710,11,1959,Wisconsin,32.9,39.2,-90.0116942643,44.6380301915
5711,11,1959,Wyoming,33.4,35.7,-107.551454075,42.999642032
5712,12,1959,Alabama,49.1,50.0,-86.8283719359,32.7898321918
5713,12,1959,Arizona,46.1,45.3,-111.664418336,34.2931098705
5714,12,1959,Arkansas,44.6,45.6,-92.4392676639,34.8997453322
5715,12,1959,California,48.0,46.4,-119.610698951,37.2460706736
5716,12,1959,Colorado,31.0,29.3,-105.547824721,38.9985518194
5717,12,1959,Connecticut,36.4,34.8,-72.7257060428,41.6202863352
5718,12,1959,Delaware,42.2,41.0,-75.4004040929,38.8870164548
5719,12,1959,Florida,61.1,61.5,-81.7974638723,28.6284392647
5720,12,1959,Georgia,50.3,50.7,-83.4463418309,32.6492290722
5721,12,1959,Idaho,27.5,27.8,-114.659382348,44.0890895052
5722,12,1959,Illinois,34.8,35.2,-89.1983967614,40.0650409125
5723,12,1959,Indiana,35.6,35.6,-86.2756397346,39.9081412284
5724,12,1959,Iowa,29.4,29.2,-93.5000649605,42.0746268788
5725,12,1959,Kansas,37.2,36.7,-98.3802131736,38.4847081514
5726,12,1959,Kentucky,40.4,40.8,-85.2904560935,37.5266674638
5727,12,1959,Louisiana,52.5,54.2,-92.5856620163,31.0584069584
5728,12,1959,Maine,27.4,25.5,-69.2266474552,45.3714334913
5729,12,1959,Maryland,41.0,40.0,-76.7724546076,39.0369222963
5730,12,1959,Massachusetts,35.4,33.6,-71.7986394244,42.2533023991
5731,12,1959,Michigan,28.5,28.9,-85.4371669561,44.3506813109
5732,12,1959,Minnesota,21.2,20.4,-94.3090126515,46.3163329315
5733,12,1959,Mississippi,48.9,50.3,-89.6652136847,32.750866634
5734,12,1959,Missouri,37.5,38.3,-92.4774101578,38.3676131565
5735,12,1959,Montana,26.0,25.0,-109.645148622,47.0335364218
5736,12,1959,Nebraska,31.4,30.6,-99.8108090713,41.5271489603
5737,12,1959,Nevada,35.3,35.0,-116.65522549,39.3562373462
5738,12,1959,New Hampshire,30.0,27.9,-71.5775941473,43.6856317461
5739,12,1959,New Jersey,39.2,38.0,-74.6607541123,40.1844273633
5740,12,1959,New Mexico,38.3,38.2,-106.108388616,34.4213707591
5741,12,1959,New York,31.2,30.4,-75.5031182762,42.9403901101
5742,12,1959,North Carolina,45.6,45.3,-79.3723797543,35.5415341226
5743,12,1959,North Dakota,21.4,19.5,-100.469321077,47.446338517
5744,12,1959,Ohio,36.0,35.7,-82.7900611953,40.291452206
5745,12,1959,Oklahoma,43.0,43.6,-97.5082927121,35.5834856477
5746,12,1959,Oregon,34.5,34.7,-120.555413394,43.9366481606
5747,12,1959,Pennsylvania,34.6,34.1,-77.7995595623,40.8738378455
5748,12,1959,Rhode Island,37.7,36.2,-71.5536120535,41.6760813901
5749,12,1959,South Carolina,49.3,49.4,-80.8961396866,33.9079742468
5750,12,1959,South Dakota,26.4,25.6,-100.230507516,44.4361607025
5751,12,1959,Tennessee,42.9,43.3,-86.3433803654,35.8429870949
5752,12,1959,Texas,48.8,50.8,-99.3506971451,31.4844643819
5753,12,1959,Utah,32.4,31.5,-111.678216374,39.3237947509
5754,12,1959,Vermont,28.4,26.7,-72.6626493581,44.0751958252
5755,12,1959,Virginia,41.6,41.1,-78.8122544727,37.5150238913
5756,12,1959,Washington,32.8,33.6,-120.446866425,47.3809688818
5757,12,1959,West Virginia,37.9,37.6,-80.6137119661,38.6425987436
5758,12,1959,Wisconsin,24.8,24.9,-90.0116942643,44.6380301915
5759,12,1959,Wyoming,25.8,24.9,-107.551454075,42.999642032
5760,01,1960,Alabama,45.7,45.8,-86.8283719359,32.7898321918
5761,01,1960,Arizona,39.4,41.0,-111.664418336,34.2931098705
5762,01,1960,Arkansas,41.9,40.4,-92.4392676639,34.8997453322
5763,01,1960,California,42.2,42.6,-119.610698951,37.2460706736
5764,01,1960,Colorado,25.4,24.5,-105.547824721,38.9985518194
5765,01,1960,Connecticut,29.2,27.4,-72.7257060428,41.6202863352
5766,01,1960,Delaware,37.2,34.8,-75.4004040929,38.8870164548
5767,01,1960,Florida,57.4,58.3,-81.7974638723,28.6284392647
5768,01,1960,Georgia,46.8,46.7,-83.4463418309,32.6492290722
5769,01,1960,Idaho,21.6,23.0,-114.659382348,44.0890895052
5770,01,1960,Illinois,32.0,27.4,-89.1983967614,40.0650409125
5771,01,1960,Indiana,32.7,28.5,-86.2756397346,39.9081412284
5772,01,1960,Iowa,25.0,20.2,-93.5000649605,42.0746268788
5773,01,1960,Kansas,32.0,30.1,-98.3802131736,38.4847081514
5774,01,1960,Kentucky,37.2,34.9,-85.2904560935,37.5266674638
5775,01,1960,Louisiana,49.4,50.2,-92.5856620163,31.0584069584
5776,01,1960,Maine,18.7,15.9,-69.2266474552,45.3714334913
5777,01,1960,Maryland,36.6,34.0,-76.7724546076,39.0369222963
5778,01,1960,Massachusetts,28.2,26.2,-71.7986394244,42.2533023991
5779,01,1960,Michigan,24.9,20.7,-85.4371669561,44.3506813109
5780,01,1960,Minnesota,16.2,9.8,-94.3090126515,46.3163329315
5781,01,1960,Mississippi,45.6,46.1,-89.6652136847,32.750866634
5782,01,1960,Missouri,34.4,31.3,-92.4774101578,38.3676131565
5783,01,1960,Montana,21.7,18.7,-109.645148622,47.0335364218
5784,01,1960,Nebraska,25.8,23.7,-99.8108090713,41.5271489603
5785,01,1960,Nevada,28.8,30.6,-116.65522549,39.3562373462
5786,01,1960,New Hampshire,22.2,19.4,-71.5775941473,43.6856317461
5787,01,1960,New Jersey,33.8,31.4,-74.6607541123,40.1844273633
5788,01,1960,New Mexico,33.0,34.0,-106.108388616,34.4213707591
5789,01,1960,New York,24.1,22.2,-75.5031182762,42.9403901101
5790,01,1960,North Carolina,41.6,40.8,-79.3723797543,35.5415341226
5791,01,1960,North Dakota,15.2,9.6,-100.469321077,47.446338517
5792,01,1960,Ohio,32.4,28.7,-82.7900611953,40.291452206
5793,01,1960,Oklahoma,39.4,37.7,-97.5082927121,35.5834856477
5794,01,1960,Oregon,29.4,31.0,-120.555413394,43.9366481606
5795,01,1960,Pennsylvania,30.0,27.1,-77.7995595623,40.8738378455
5796,01,1960,Rhode Island,30.6,29.1,-71.5536120535,41.6760813901
5797,01,1960,South Carolina,45.2,45.2,-80.8961396866,33.9079742468
5798,01,1960,South Dakota,22.0,17.4,-100.230507516,44.4361607025
5799,01,1960,Tennessee,39.8,38.2,-86.3433803654,35.8429870949
5800,01,1960,Texas,46.2,46.1,-99.3506971451,31.4844643819
5801,01,1960,Utah,25.4,26.2,-111.678216374,39.3237947509
5802,01,1960,Vermont,19.8,17.8,-72.6626493581,44.0751958252
5803,01,1960,Virginia,37.6,35.8,-78.8122544727,37.5150238913
5804,01,1960,Washington,28.4,29.6,-120.446866425,47.3809688818
5805,01,1960,West Virginia,34.2,31.8,-80.6137119661,38.6425987436
5806,01,1960,Wisconsin,21.6,15.4,-90.0116942643,44.6380301915
5807,01,1960,Wyoming,21.8,19.6,-107.551454075,42.999642032
5808,02,1960,Alabama,44.4,46.5,-86.8283719359,32.7898321918
5809,02,1960,Arizona,38.2,42.6,-111.664418336,34.2931098705
5810,02,1960,Arkansas,39.0,41.2,-92.4392676639,34.8997453322
5811,02,1960,California,42.2,43.9,-119.610698951,37.2460706736
5812,02,1960,Colorado,20.4,25.6,-105.547824721,38.9985518194
5813,02,1960,Connecticut,29.2,25.8,-72.7257060428,41.6202863352
5814,02,1960,Delaware,35.9,33.8,-75.4004040929,38.8870164548
5815,02,1960,Florida,57.2,58.5,-81.7974638723,28.6284392647
5816,02,1960,Georgia,46.2,47.4,-83.4463418309,32.6492290722
5817,02,1960,Idaho,20.4,24.3,-114.659382348,44.0890895052
5818,02,1960,Illinois,27.2,27.2,-89.1983967614,40.0650409125
5819,02,1960,Indiana,28.8,27.9,-86.2756397346,39.9081412284
5820,02,1960,Iowa,18.8,20.2,-93.5000649605,42.0746268788
5821,02,1960,Kansas,26.4,31.2,-98.3802131736,38.4847081514
5822,02,1960,Kentucky,34.2,35.1,-85.2904560935,37.5266674638
5823,02,1960,Louisiana,47.0,50.9,-92.5856620163,31.0584069584
5824,02,1960,Maine,19.2,14.1,-69.2266474552,45.3714334913
5825,02,1960,Maryland,34.9,33.1,-76.7724546076,39.0369222963
5826,02,1960,Massachusetts,27.8,24.5,-71.7986394244,42.2533023991
5827,02,1960,Michigan,21.0,18.6,-85.4371669561,44.3506813109
5828,02,1960,Minnesota,10.8,9.3,-94.3090126515,46.3163329315
5829,02,1960,Mississippi,43.4,46.7,-89.6652136847,32.750866634
5830,02,1960,Missouri,30.2,31.6,-92.4774101578,38.3676131565
5831,02,1960,Montana,17.0,19.0,-109.645148622,47.0335364218
5832,02,1960,Nebraska,18.8,24.4,-99.8108090713,41.5271489603
5833,02,1960,Nevada,28.9,32.0,-116.65522549,39.3562373462
5834,02,1960,New Hampshire,21.9,17.8,-71.5775941473,43.6856317461
5835,02,1960,New Jersey,33.1,30.1,-74.6607541123,40.1844273633
5836,02,1960,New Mexico,31.2,35.7,-106.108388616,34.4213707591
5837,02,1960,New York,22.7,20.3,-75.5031182762,42.9403901101
5838,02,1960,North Carolina,40.5,41.0,-79.3723797543,35.5415341226
5839,02,1960,North Dakota,8.8,9.2,-100.469321077,47.446338517
5840,02,1960,Ohio,29.1,27.9,-82.7900611953,40.291452206
5841,02,1960,Oklahoma,35.4,38.8,-97.5082927121,35.5834856477
5842,02,1960,Oregon,30.2,32.2,-120.555413394,43.9366481606
5843,02,1960,Pennsylvania,28.5,25.9,-77.7995595623,40.8738378455
5844,02,1960,Rhode Island,30.6,27.5,-71.5536120535,41.6760813901
5845,02,1960,South Carolina,44.4,45.7,-80.8961396866,33.9079742468
5846,02,1960,South Dakota,15.0,17.5,-100.230507516,44.4361607025
5847,02,1960,Tennessee,37.2,38.6,-86.3433803654,35.8429870949
5848,02,1960,Texas,43.9,47.4,-99.3506971451,31.4844643819
5849,02,1960,Utah,24.0,27.9,-111.678216374,39.3237947509
5850,02,1960,Vermont,19.4,15.9,-72.6626493581,44.0751958252
5851,02,1960,Virginia,36.0,35.7,-78.8122544727,37.5150238913
5852,02,1960,Washington,29.3,30.7,-120.446866425,47.3809688818
5853,02,1960,West Virginia,31.8,31.6,-80.6137119661,38.6425987436
5854,02,1960,Wisconsin,17.2,14.4,-90.0116942643,44.6380301915
5855,02,1960,Wyoming,17.3,20.3,-107.551454075,42.999642032
5856,03,1960,Alabama,44.8,51.5,-86.8283719359,32.7898321918
5857,03,1960,Arizona,46.6,47.0,-111.664418336,34.2931098705
5858,03,1960,Arkansas,39.2,47.2,-92.4392676639,34.8997453322
5859,03,1960,California,48.0,47.1,-119.610698951,37.2460706736
5860,03,1960,Colorado,26.1,30.6,-105.547824721,38.9985518194
5861,03,1960,Connecticut,30.2,30.8,-72.7257060428,41.6202863352
5862,03,1960,Delaware,34.3,38.5,-75.4004040929,38.8870164548
5863,03,1960,Florida,58.0,61.7,-81.7974638723,28.6284392647
5864,03,1960,Georgia,45.6,52.0,-83.4463418309,32.6492290722
5865,03,1960,Idaho,27.2,29.6,-114.659382348,44.0890895052
5866,03,1960,Illinois,25.7,34.5,-89.1983967614,40.0650409125
5867,03,1960,Indiana,26.6,34.5,-86.2756397346,39.9081412284
5868,03,1960,Iowa,19.2,28.7,-93.5000649605,42.0746268788
5869,03,1960,Kansas,28.4,38.0,-98.3802131736,38.4847081514
5870,03,1960,Kentucky,31.6,40.9,-85.2904560935,37.5266674638
5871,03,1960,Louisiana,49.1,55.7,-92.5856620163,31.0584069584
5872,03,1960,Maine,23.1,20.4,-69.2266474552,45.3714334913
5873,03,1960,Maryland,33.3,38.1,-76.7724546076,39.0369222963
5874,03,1960,Massachusetts,29.2,29.7,-71.7986394244,42.2533023991
5875,03,1960,Michigan,20.3,24.1,-85.4371669561,44.3506813109
5876,03,1960,Minnesota,14.1,18.7,-94.3090126515,46.3163329315
5877,03,1960,Mississippi,44.4,52.0,-89.6652136847,32.750866634
5878,03,1960,Missouri,29.4,38.7,-92.4774101578,38.3676131565
5879,03,1960,Montana,22.8,25.4,-109.645148622,47.0335364218
5880,03,1960,Nebraska,22.0,31.3,-99.8108090713,41.5271489603
5881,03,1960,Nevada,37.0,36.8,-116.65522549,39.3562373462
5882,03,1960,New Hampshire,24.1,23.7,-71.5775941473,43.6856317461
5883,03,1960,New Jersey,32.4,34.9,-74.6607541123,40.1844273633
5884,03,1960,New Mexico,38.6,40.7,-106.108388616,34.4213707591
5885,03,1960,New York,23.0,25.7,-75.5031182762,42.9403901101
5886,03,1960,North Carolina,38.6,45.6,-79.3723797543,35.5415341226
5887,03,1960,North Dakota,13.4,18.3,-100.469321077,47.446338517
5888,03,1960,Ohio,26.6,33.7,-82.7900611953,40.291452206
5889,03,1960,Oklahoma,37.4,45.3,-97.5082927121,35.5834856477
5890,03,1960,Oregon,36.2,36.2,-120.555413394,43.9366481606
5891,03,1960,Pennsylvania,26.6,31.2,-77.7995595623,40.8738378455
5892,03,1960,Rhode Island,31.7,32.0,-71.5536120535,41.6760813901
5893,03,1960,South Carolina,43.2,50.3,-80.8961396866,33.9079742468
5894,03,1960,South Dakota,17.4,25.3,-100.230507516,44.4361607025
5895,03,1960,Tennessee,35.6,44.3,-86.3433803654,35.8429870949
5896,03,1960,Texas,47.2,52.9,-99.3506971451,31.4844643819
5897,03,1960,Utah,32.5,33.8,-111.678216374,39.3237947509
5898,03,1960,Vermont,22.0,21.9,-72.6626493581,44.0751958252
5899,03,1960,Virginia,33.8,40.6,-78.8122544727,37.5150238913
5900,03,1960,Washington,35.6,35.8,-120.446866425,47.3809688818
5901,03,1960,West Virginia,29.1,36.9,-80.6137119661,38.6425987436
5902,03,1960,Wisconsin,18.2,22.4,-90.0116942643,44.6380301915
5903,03,1960,Wyoming,23.0,25.7,-107.551454075,42.999642032
5904,04,1960,Alabama,54.7,59.0,-86.8283719359,32.7898321918
5905,04,1960,Arizona,55.6,53.2,-111.664418336,34.2931098705
5906,04,1960,Arkansas,51.1,55.9,-92.4392676639,34.8997453322
5907,04,1960,California,53.4,51.4,-119.610698951,37.2460706736
5908,04,1960,Colorado,38.8,38.0,-105.547824721,38.9985518194
5909,04,1960,Connecticut,38.8,40.7,-72.7257060428,41.6202863352
5910,04,1960,Delaware,44.7,47.4,-75.4004040929,38.8870164548
5911,04,1960,Florida,64.3,66.6,-81.7974638723,28.6284392647
5912,04,1960,Georgia,54.6,59.1,-83.4463418309,32.6492290722
5913,04,1960,Idaho,36.9,36.8,-114.659382348,44.0890895052
5914,04,1960,Illinois,39.9,45.7,-89.1983967614,40.0650409125
5915,04,1960,Indiana,39.9,45.1,-86.2756397346,39.9081412284
5916,04,1960,Iowa,34.7,41.4,-93.5000649605,42.0746268788
5917,04,1960,Kansas,44.0,48.0,-98.3802131736,38.4847081514
5918,04,1960,Kentucky,44.4,50.3,-85.2904560935,37.5266674638
5919,04,1960,Louisiana,59.6,62.7,-92.5856620163,31.0584069584
5920,04,1960,Maine,30.5,32.1,-69.2266474552,45.3714334913
5921,04,1960,Maryland,44.4,47.4,-76.7724546076,39.0369222963
5922,04,1960,Massachusetts,37.3,39.4,-71.7986394244,42.2533023991
5923,04,1960,Michigan,32.0,35.4,-85.4371669561,44.3506813109
5924,04,1960,Minnesota,28.4,33.3,-94.3090126515,46.3163329315
5925,04,1960,Mississippi,55.5,59.6,-89.6652136847,32.750866634
5926,04,1960,Missouri,43.2,49.1,-92.4774101578,38.3676131565
5927,04,1960,Montana,33.6,35.1,-109.645148622,47.0335364218
5928,04,1960,Nebraska,37.6,41.8,-99.8108090713,41.5271489603
5929,04,1960,Nevada,45.2,43.0,-116.65522549,39.3562373462
5930,04,1960,New Hampshire,32.6,34.7,-71.5775941473,43.6856317461
5931,04,1960,New Jersey,42.1,44.3,-74.6607541123,40.1844273633
5932,04,1960,New Mexico,48.8,47.4,-106.108388616,34.4213707591
5933,04,1960,New York,33.8,36.6,-75.5031182762,42.9403901101
5934,04,1960,North Carolina,49.0,53.6,-79.3723797543,35.5415341226
5935,04,1960,North Dakota,28.6,33.0,-100.469321077,47.446338517
5936,04,1960,Ohio,39.4,43.9,-82.7900611953,40.291452206
5937,04,1960,Oklahoma,50.9,54.4,-97.5082927121,35.5834856477
5938,04,1960,Oregon,41.8,41.1,-120.555413394,43.9366481606
5939,04,1960,Pennsylvania,38.0,41.4,-77.7995595623,40.8738378455
5940,04,1960,Rhode Island,38.7,40.9,-71.5536120535,41.6760813901
5941,04,1960,South Carolina,53.0,57.8,-80.8961396866,33.9079742468
5942,04,1960,South Dakota,32.8,37.7,-100.230507516,44.4361607025
5943,04,1960,Tennessee,47.3,53.0,-86.3433803654,35.8429870949
5944,04,1960,Texas,58.6,60.6,-99.3506971451,31.4844643819
5945,04,1960,Utah,43.0,41.3,-111.678216374,39.3237947509
5946,04,1960,Vermont,31.4,33.5,-72.6626493581,44.0751958252
5947,04,1960,Virginia,45.0,49.3,-78.8122544727,37.5150238913
5948,04,1960,Washington,41.3,41.8,-120.446866425,47.3809688818
5949,04,1960,West Virginia,41.0,46.0,-80.6137119661,38.6425987436
5950,04,1960,Wisconsin,31.4,35.4,-90.0116942643,44.6380301915
5951,04,1960,Wyoming,35.2,34.0,-107.551454075,42.999642032
5952,05,1960,Alabama,65.9,66.7,-86.8283719359,32.7898321918
5953,05,1960,Arizona,61.8,60.9,-111.664418336,34.2931098705
5954,05,1960,Arkansas,64.4,64.6,-92.4392676639,34.8997453322
5955,05,1960,California,57.4,57.3,-119.610698951,37.2460706736
5956,05,1960,Colorado,48.2,47.2,-105.547824721,38.9985518194
5957,05,1960,Connecticut,53.4,51.3,-72.7257060428,41.6202863352
5958,05,1960,Delaware,59.0,57.0,-75.4004040929,38.8870164548
5959,05,1960,Florida,71.6,72.2,-81.7974638723,28.6284392647
5960,05,1960,Georgia,66.6,67.0,-83.4463418309,32.6492290722
5961,05,1960,Idaho,44.6,45.1,-114.659382348,44.0890895052
5962,05,1960,Illinois,57.0,56.9,-89.1983967614,40.0650409125
5963,05,1960,Indiana,56.4,55.9,-86.2756397346,39.9081412284
5964,05,1960,Iowa,54.4,54.0,-93.5000649605,42.0746268788
5965,05,1960,Kansas,59.5,58.4,-98.3802131736,38.4847081514
5966,05,1960,Kentucky,59.8,59.8,-85.2904560935,37.5266674638
5967,05,1960,Louisiana,69.4,69.9,-92.5856620163,31.0584069584
5968,05,1960,Maine,46.7,44.4,-69.2266474552,45.3714334913
5969,05,1960,Maryland,58.8,57.2,-76.7724546076,39.0369222963
5970,05,1960,Massachusetts,52.2,50.3,-71.7986394244,42.2533023991
5971,05,1960,Michigan,48.8,47.7,-85.4371669561,44.3506813109
5972,05,1960,Minnesota,47.6,47.8,-94.3090126515,46.3163329315
5973,05,1960,Mississippi,67.0,67.4,-89.6652136847,32.750866634
5974,05,1960,Missouri,59.5,59.4,-92.4774101578,38.3676131565
5975,05,1960,Montana,44.8,45.5,-109.645148622,47.0335364218
5976,05,1960,Nebraska,53.6,53.1,-99.8108090713,41.5271489603
5977,05,1960,Nevada,51.1,50.8,-116.65522549,39.3562373462
5978,05,1960,New Hampshire,49.1,46.7,-71.5775941473,43.6856317461
5979,05,1960,New Jersey,56.5,54.6,-74.6607541123,40.1844273633
5980,05,1960,New Mexico,56.3,55.8,-106.108388616,34.4213707591
5981,05,1960,New York,51.4,48.6,-75.5031182762,42.9403901101
5982,05,1960,North Carolina,63.1,62.1,-79.3723797543,35.5415341226
5983,05,1960,North Dakota,47.4,47.4,-100.469321077,47.446338517
5984,05,1960,Ohio,55.6,54.6,-82.7900611953,40.291452206
5985,05,1960,Oklahoma,64.2,63.7,-97.5082927121,35.5834856477
5986,05,1960,Oregon,46.1,47.2,-120.555413394,43.9366481606
5987,05,1960,Pennsylvania,53.8,52.3,-77.7995595623,40.8738378455
5988,05,1960,Rhode Island,52.3,50.9,-71.5536120535,41.6760813901
5989,05,1960,South Carolina,66.6,66.1,-80.8961396866,33.9079742468
5990,05,1960,South Dakota,50.5,50.4,-100.230507516,44.4361607025
5991,05,1960,Tennessee,61.4,61.8,-86.3433803654,35.8429870949
5992,05,1960,Texas,69.0,68.6,-99.3506971451,31.4844643819
5993,05,1960,Utah,50.9,50.1,-111.678216374,39.3237947509
5994,05,1960,Vermont,49.4,46.0,-72.6626493581,44.0751958252
5995,05,1960,Virginia,59.6,58.5,-78.8122544727,37.5150238913
5996,05,1960,Washington,47.0,48.5,-120.446866425,47.3809688818
5997,05,1960,West Virginia,56.2,55.7,-80.6137119661,38.6425987436
5998,05,1960,Wisconsin,48.9,48.6,-90.0116942643,44.6380301915
5999,05,1960,Wyoming,45.1,43.6,-107.551454075,42.999642032
6000,06,1960,Alabama,72.6,74.1,-86.8283719359,32.7898321918
6001,06,1960,Arizona,71.6,69.7,-111.664418336,34.2931098705
6002,06,1960,Arkansas,71.2,72.6,-92.4392676639,34.8997453322
6003,06,1960,California,66.6,64.5,-119.610698951,37.2460706736
6004,06,1960,Colorado,57.0,56.6,-105.547824721,38.9985518194
6005,06,1960,Connecticut,61.8,61.1,-72.7257060428,41.6202863352
6006,06,1960,Delaware,66.0,66.4,-75.4004040929,38.8870164548
6007,06,1960,Florida,76.0,77.3,-81.7974638723,28.6284392647
6008,06,1960,Georgia,72.8,74.2,-83.4463418309,32.6492290722
6009,06,1960,Idaho,53.2,53.0,-114.659382348,44.0890895052
6010,06,1960,Illinois,64.5,66.8,-89.1983967614,40.0650409125
6011,06,1960,Indiana,63.6,66.0,-86.2756397346,39.9081412284
6012,06,1960,Iowa,62.8,64.5,-93.5000649605,42.0746268788
6013,06,1960,Kansas,67.5,68.4,-98.3802131736,38.4847081514
6014,06,1960,Kentucky,66.4,68.4,-85.2904560935,37.5266674638
6015,06,1960,Louisiana,75.9,76.5,-92.5856620163,31.0584069584
6016,06,1960,Maine,58.2,55.1,-69.2266474552,45.3714334913
6017,06,1960,Maryland,65.4,66.5,-76.7724546076,39.0369222963
6018,06,1960,Massachusetts,61.2,60.0,-71.7986394244,42.2533023991
6019,06,1960,Michigan,57.5,58.4,-85.4371669561,44.3506813109
6020,06,1960,Minnesota,58.0,59.0,-94.3090126515,46.3163329315
6021,06,1960,Mississippi,73.8,74.9,-89.6652136847,32.750866634
6022,06,1960,Missouri,67.1,68.6,-92.4774101578,38.3676131565
